,Unnamed: 0,portrait_50,categories2,profile_type,title,skills,country,description,name,last_activity,rate,member_since,portfolio_items_count,id,test_passed_count,feedback,worked,jobs,earned,accolade,success,availability
60,687,https://odesk-prod-portraits.s3.amazonaws.com/Users:masterphoenix:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=ZZZNcg40zW50EAqmnN8shbxfS88%3D,Translation--Writing--Sales & Marketing,Independent,Writer and Translator,article-writing--translation-english-spanish--academic-writing--blog-writing--content-writing--creative-writing--english-tutoring--image-editing,Mexico,"I am a writer, translator and editor who is not only qualified to perform the tasks required, but is also open to learning new things every day.I have journalism experience as well as creative writing in both Spanish and English.My work is done with time in mind, which means I can work fast without the overall quality suffering.I can write in a serious and professional tone when it is required, but I am also capable of switching to a more relaxed tone, if need be.",Armando Garca,2017-02-07,11.11,"November 8, 2014",1,https://www.upwork.com/freelancers/_~0133b251d861e0bb4e,8,4.9359532031,1,,$6k+,TOP RATED,100% Job Success,AvailableAs Needed - Open to OffersAvailableAs Needed - Open to Offers
61,467,https://odesk-prod-portraits.s3.amazonaws.com/Users:leoniedenn:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=cdr5PPBdVdf8cssA3MbaW1hotlQ%3D&1435629186373443,Writing,Independent,Experienced Content Writer with Marketing Background,content-writing--copywriting--copy-editing--seo-keyword-research,United States,"Hi. My name is Leonie Dennis, and I'm glad you're checking out my profile. I have 5 years of content writing experience, which includes creating ad copy, articles, blogs, brand names and taglines, voice over scripts, and website content.I have a bachelor's degree in marketing and have worked in the content management and financial (insurance) industries. I like to write copy that includes industry buzz words (keywords) to make the content relevant to the target audience.If you're looking for someone to make  your content engaging, concise, and marketable, then I'm here to do just that!",Leonie Dennis,2017-02-24,12.0,"April 30, 2015",6,https://www.upwork.com/freelancers/_~01df980fc9ad7b7066,0,5.0,1,,$100+,,,AvailableLess than 30 hrs/weekAvailableLess than 30 hrs/week
62,633,https://odesk-prod-portraits.s3.amazonaws.com/Users:cbereiter:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=cIjUT0IZbnlkK2NBNfsjypUyTdE%3D&1484170441580077,Writing--Admin Support--Design & Creative,Independent,Passionate Presentation Artist,teaching-english--resume-writing--microsoft-powerpoint--prezi-presentations,United States,"I have 10 years of experience building presentation decks in Powerpoint and Prezi.  Prior to beginning my second career as a teacher, I was an advertising account manager where my daily responsibilities included creating presentations for our clients.  Now as an instructional coach in the education sector, one of my main responsibilities is creating presentations for a multitude of professional development opportunities.  My goal when creating presentations is to communicate the material in a clear, engaging, professional way.  I am comfortable with animations, graphics, graphs/charts, and many  more details that help communicate your message in the most attractive way possible. In addition to creating presentations in Powerpoint, I am also skilled in creating other materials using this software.  This could range from promotional materials, brochures, flyers, etc.. I would love the chance to make your job easier, by creating your next communication piece to bring your job, business, or life to the level you want.  ",Christie Bereiter,2017-02-20,20.0,"January 11, 2017",0,https://www.upwork.com/freelancers/_~01e69369e7e1d6165c,1,0.0,1,1,$5+,,,AvailableAs Needed - Open to OffersAvailableAs Needed - Open to Offers
63,273,https://odesk-prod-portraits.s3.amazonaws.com/Users:seemi26:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=jTZzlYZz0c2gDqv2d58fLlwODpM%3D&1447397232693672,Writing,Independent,"A Doctor by Profession, A writer by Passion.",medical-writing--blog-writing--academic-writing--proofreading--editing,Pakistan,"Sound professional knowledge and excellent writing skills, expert in developing health related informative/educational material. Dedicated, reliable and consistent.",Seemi Sadia,2017-02-06,20.0,"November 4, 2015",1,https://www.upwork.com/freelancers/_~01c8c51a7f7b7c68cc,2,4.83183391,1,,$2k+,TOP RATED,96% Job Success,AvailableAs Needed - Open to OffersAvailableAs Needed - Open to Offers
64,1057,https://odesk-prod-portraits.s3.amazonaws.com/Users:clawrence4:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=2BXW0bIiUBmtnZd6j8dzwVS5%2Bb4%3D,"Sales & Marketing--Accounting & Consulting--Design & Creative--Writing--Web, Mobile & Software Dev",Independent,"Creative Artist (MUA, Fashion, Beauty)",fashion-modeling--fashion-designing--blog-writing--blog-development--social-media-marketing--social-media-optimization,United States,I am a fun loving person who has always been hungry to better myself. I have a very vast experience in the fashion beauty industry and I am looking to add even more dimension to it. I have experience in anything ranging from fashion blogging to hair and makeup styling to event coordination. Please check out my resume and my links! Thankyouwww.fairytalefacesbycalynn.blogspot.comwww.fashionthunderclap.blogspot.comwww.instagram.com/fairytalefacesbycalynn,Calynn Lawrence,2017-02-24,13.0,"September 1, 2014",0,https://www.upwork.com/freelancers/_~01026f473a338ca5bf,0,4.8225261064,1,,$2k+,,45% Job Success,AvailableMore than 30 hrs/weekAvailableMore than 30 hrs/week
65,911,-,Writing,Independent,"Forex and Bitcoin Trader,Market Analyst and Writer",forex-trading--technical-analysis--bitcoin,Macedonia,"Prize winning writer and Forex and bitcoin trader. I can write about all aspects of trading: fundamental analysis, technical analysis, news or anything forex or trading related.",Petar K.,2017-02-24,25.0,"June 24, 2012",0,https://www.upwork.com/freelancers/_~014b56ae3a10ed6561,0,4.9864206727,1,,$20k+,,100% Job Success,AvailableMore than 30 hrs/weekAvailableMore than 30 hrs/week
66,135,https://odesk-prod-portraits.s3.amazonaws.com/Users:sfwriter:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=r3eThEOcc%2BOhSb7UFHfAM6H%2F0a8%3D,Writing--Design & Creative,Independent,Writer and Voice Artist,scientific-writing--proofreading--article-writing--technical-writing--creative-writing--short-story-writing--ghostwriting--voice-talent--voice-over,Canada,"Though not on this site specifically, I've written thousands of articles, business blog entries, blogs for hobbyists including everything from aquariums to astronomy, business advice, technology items, rental space, white papers for U.N. delegates, as well as HR/management subjects including everything from on-boarding to retirement.  I  generate unique, quality content relatively quickly.  For reference, think Isaac Asimov, the ultimate ""interpreter of all things technical for the common man"".  You'll experience a well-rounded vocabulary, perfect spelling and grammar, and comprehension far above average which will get your point across. As well I handle voice/singing/whistling work.  For voices, think Yogi, Bullwinkle, Snaggletooth, Christopher Lloyd (et al).. think old, young, forceful, doddering, or accented, and you'll have scratched the surface. Speak to me, and I'll speak for you!",David C.,2017-02-22,24.0,"January 26, 2013",3,https://www.upwork.com/freelancers/_~01aaf9041ab3817b96,13,5.0,1,,$40+,,,AvailableMore than 30 hrs/weekAvailableMore than 30 hrs/week
67,26,https://odesk-prod-portraits.s3.amazonaws.com/Users:junaidamjad0313:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=dKaKUxXisIUsPm1d90sVNLxuyK8%3D&1454168483826704,"Writing--Web, Mobile & Software Dev--Admin Support--Design & Creative--IT & Networking",Independent,Software Engineer,wordpress--blog-writing--photo-editing--android-app-development--video-editing--data-entry--logo-design--graphic-design--writing--wix,Pakistan,"I am a professional software engineer and a project manager. I have expertise in photoshop,web designing, logo,banner,card designing,creative writing,blog writing,survey writing, android app development and c# app development.",Junaid Amjad,2017-02-22,13.33,"July 31, 2015",0,https://www.upwork.com/freelancers/_~016dc540157d9eab2e,0,4.9363430655,1,,$1k+,,100% Job Success,AvailableAs Needed - Open to OffersAvailableAs Needed - Open to Offers< 24 hour response time< 24 hour response time
68,591,https://odesk-prod-portraits.s3.amazonaws.com/Users:bsara100:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=fWqcVMfLcxVlnvjSxgtNYeCYvQo%3D&1485325640458647,Writing,Independent,"Skilled Typist, Writer, Web Designer + Social Media Optimizer",creative-writing--internet-research--social-media-optimization--blog-writing--customer-service--email-handling--computer-skills--video-editing--general-office-skills--transcription,United States,"Some of my personal strengths as a writer include personal essays and short fictional stories. I've had six months of transcription experience. I am familiar with social networks such as Facebook, Twitter, Tumblr, Snapchat, Vine, Pinterest, and Instagram. I have maintained several blogs. I am familiar with HTML in order to give my blogs a clean and stylish format. My experience with writing blogs has allowed me to familiarize myself with search engine optimization. I have spent valuable time as a personal assistant to the owner and operator of Essential Oils for Health, as well as a secretary to the owner and operator of Adams Applied Information. I joined this website to gain more valuable experience as a transcriber, writer, personal assistant, and general freelancer. I believe my creativity and critical thinking skills make me an ideal candidate for freelance employment. I am dedicated to completing my work in a professional, time-efficient manner. My goal for the future would be to find a stable career, or perhaps many, in online freelance work.",Bridgit M.,2017-02-10,27.5,"April 23, 2015",0,https://www.upwork.com/freelancers/_~01fc20a14581e521f5,1,1.0,1,,$100+,,,AvailableMore than 30 hrs/weekAvailableMore than 30 hrs/week
69,232,https://odesk-prod-portraits.s3.amazonaws.com/Users:andreak80:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=NkcX%2FmZGHbRCj8PBxSEHJK4VJvI%3D&1465257210923718,Writing,Independent,"Writing, developmental editing and research",writing--creative-writing--research--grant-writing--content-writing--blog-writing--editing,United States,"I'd love to help you with your writing and research projects! I have significant experience in creative writing, grant writing and academic writing/research, and have included notes on my experience in each category below.CREATIVE WRITING: I've had fiction & poetry published in more than 50 journals and anthologies, as well as a published collection of short stories and a chapbook of poetry. I also have a forthcoming collection of fairy tales due out later this year. I've done numerous ghost writing jobs and have helped many writers with developmental editing both at the sentence level and at the plot level.In addition to creative writing, I have extensive experience in grant writing. I worked full-time in non-profit fundraising and communications for 6 years before turning to consulting, and during that time, I wrote dozens of successful grants, ranging from very small grants ($1-$2k) up through multi-year grants worth more than $100k. I've done this work for a range of non-profits, including arts, health and social justice organizations.Finally, I hold a Masters in Library and Information Science, making me extremely adept at research of all types, and I have paid experience editing and developing academic textbooks.",Andrea K.,2017-02-24,25.0,"December 6, 2013",3,https://www.upwork.com/freelancers/_~01e148c5d1c095d8a3,2,4.9,1,,$200+,,,AvailableAs Needed - Open to OffersAvailableAs Needed - Open to Offers
70,826,https://odesk-prod-portraits.s3.amazonaws.com/Users:kowalczuktj:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=zs6Qju1FpZvJPQhtx2%2F%2FWAdOkXM%3D&1447148081117821,Writing,Independent,Experienced writer with a wide range of first hand experience.,baking--bartending--cooking--tourism--translation--translation-english-polish--translation-polish-english--travel-writing--hospitality,United States,"I am a creative and unique writer with added first hand experience in the service and travel industry.  Fluent in English and Polish.  I have traveled extensively and am usually on the road focusing on local cuisine and non-tourist destinations.  I possess a Culinary Arts degree as well as  Hospitality Management with a Restaurant/Food and Beverage Concentration degree, both from Kendall College in Chicago, IL.  My wide set of personal skills and life experiences allow me to write knowledgeably on a vast set of topics.",Tomasz K.,2017-02-24,15.0,"July 9, 2015",0,https://www.upwork.com/freelancers/_~01555eb7f0f7a636e6,4,4.9176470588,1,,$100+,,83% Job Success,AvailableAs Needed - Open to OffersAvailableAs Needed - Open to Offers
71,401,https://odesk-prod-portraits.s3.amazonaws.com/Users:writingtree:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=mrZY5tA8jreNEAsY6pAy6Xwa4n0%3D&1453229382292485,"Web, Mobile & Software Dev--Writing--Sales & Marketing--Design & Creative",Independent,"WordPress Website Design, Logo Design, Content Writing and Management.",wordpress--web-design--graphic-design--logo-design--content-writing--web-content-management--article-writing--resume-writing--ecommerce-consulting--seo,United States,"I offer services in all areas of writing. From article writing to resumes, I offer writing services on a full scale. Give me a try, I am confident you will be satisfied and use my services again.",Jeremy H.,2017-02-24,20.0,"February 8, 2010",0,https://www.upwork.com/freelancers/_~013e33736c83e079d1,0,4.8872617063,1,,$10k+,,,AvailableMore than 30 hrs/weekAvailableMore than 30 hrs/week
72,304,https://odesk-prod-portraits.s3.amazonaws.com/Users:maliham:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=57x%2FPkQbFV6caLYVqDIU28eBp3s%3D&1473780162691417,Translation--Writing,Independent,"Doctor, Blogger, Fiction writer, Article Writer and Rewriter",article-writing--blog-writing--creative-writing--article-spinning--copywriting--short-story-writing--content-writing--essay-writing--medical-writing,Pakistan,"~~~~~~TOP RATED FREELANCER~~~~~~Professional, high-quality writing that is readable and informative - that's what I provide to all my clients. Within a matter of hours, without the slightest bit of hassle, you can receive the exact kind of content you need, whether it's articles, blogs, academic writing or content writing. I also write creative and highly enjoyable stories - with warmth, humour, passion and suspense. If you're looking for smart, believable characters and plots that will have readers begging for more, you need to hire me. Experience:- over three years of freelancing experience on upwork and Elance- several years of experience writing articles and blogs for local pakistani newspapers and sites respectively- editing and proofreading experience as university and college magazine editor. - maintained a personal blog for seven years- story writing experience both on my own blog and for upwork clients.Hire me and you will receive:- Perfect work with zero grammatical or spelling errors- Work done within deadlines, with no hassle or headaches",Shumaila H.,2017-02-24,11.11,"February 22, 2014",1,https://www.upwork.com/freelancers/_~01528a81452dd96965,8,4.8966320653,1,,$1k+,,89% Job Success,AvailableLess than 30 hrs/weekAvailableLess than 30 hrs/week
73,161,https://odesk-prod-portraits.s3.amazonaws.com/Users:alyssa-foley:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=07FDPOKkeD9DDitcTJ5xmpMEddg%3D&1483862179656700,Writing,Independent,"Writer, Blogger, Editor",writing--blog-writing--ap-style-writing--editing--proofreading--english-proofreading--english-grammar--english-punctuation--english-spelling,United States,"I am a native English speaker. I have an associate's degree in media arts and I am pursuing a bachelor's degree in journalism. I am experienced with turning around high-quality articles on deadline, I was a reporter and editor-in-chief of my college student newspaper for almost two years. I have written informative reports, feature stories, and profile pieces on a wide variety of subjects for a diverse audience of 60 thousand readers. At my last internship, I produced and managed a blog which aligned with the organization's voice and message, and it was sharply tailored to the organization's target audience demographics.  I can write on a variety of subjects and I am willing to conduct extensive research to ensure my writing is top-quality. I'm also experienced working as editor and proofreader on tight deadlines. As editor-in-chief, I ensured the quality of all published articles including those written by non-native English speakers. ",Alyssa Foley,2017-02-20,25.0,"January 8, 2017",0,https://www.upwork.com/freelancers/_~0110e6917ac4dadc2b,0,0.0,1,,$0,,,AvailableMore than 30 hrs/weekAvailableMore than 30 hrs/week
74,799,https://odesk-prod-portraits.s3.amazonaws.com/Users:indiainfospace:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=u34c9CLNSCcgJb1hA3ql9OTVPac%3D,"Web, Mobile & Software Dev--Sales & Marketing--Design & Creative--Customer Service--Writing",Independent,css expert/web designer/graphics designer,adobe-photoshop--html5--jquery--sass--ionic-framework--css3--twitter-bootstrap--angularjs--graphic-design--frontend-development,India,"As a web designer and developer, my objective is to make a positive impact on clients and the Internet using my skills and experience to design compelling and attractive websites. I enjoy working on projects that involve a mix of web and graphic design, web development, SEO and programming.",Arun Kumar P.,2017-02-07,10.0,"April 3, 2010",10,https://www.upwork.com/freelancers/_~0135f806c96806a30b,3,5.0,1,,$200+,,,AvailableMore than 30 hrs/weekAvailableMore than 30 hrs/week
